"State","Region","Assessment Unit ID","Cycle","Report 305b","Map 305b","Water Status","Water Name","Water Type","Water Size","Size Unit","Water Type Group","Location","Monitoring Scheduled Date","Miles 305b","Acres 305b","IR Flag","Current Year Flag","AssessedFlag","Trophic Status"
"CA","9","CAL2072101020091208101923","2016","<a href=""JavaScript: newWindow = report305b('CAL2072101020091208101923'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Madigan, Lake","FRESHWATER RESERVOIR","95.05","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL8013300020091211043414","2016","<a href=""JavaScript: newWindow = report305b('CAL8013300020091211043414'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Mathews, Lake","FRESHWATER RESERVOIR","2648","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAX9011400020021206102104","2016","<a href=""JavaScript: newWindow = report305b('CAX9011400020021206102104'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Pacific Ocean Shoreline, Dana Point HSA","COASTAL WATERS","2","MILES","COASTAL","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAX9012000019991116143021","2016","<a href=""JavaScript: newWindow = report305b('CAX9012000019991116143021'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Pacific Ocean Shoreline, Lower San Juan HSA","COASTAL WATERS","1.20934","MILES","COASTAL","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAX9013000020021202102208","2016","<a href=""JavaScript: newWindow = report305b('CAX9013000020021202102208'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Pacific Ocean Shoreline, San Clemente HA","COASTAL WATERS","3.68966","MILES","COASTAL","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAX9031100019991116155249","2016","<a href=""JavaScript: newWindow = report305b('CAX9031100019991116155249'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Pacific Ocean Shoreline, San Luis Rey HU","COASTAL WATERS","1.3","MILES","COASTAL","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAX9041000019991116141347","2016","<a href=""JavaScript: newWindow = report305b('CAX9041000019991116141347'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Pacific Ocean Shoreline, Loma Alta HSA","COASTAL WATERS",".42257","MILES","COASTAL","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAX9042100020021206110039","2016","<a href=""JavaScript: newWindow = report305b('CAX9042100020021206110039'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Pacific Ocean Shoreline, Buena Vista Creek HA","COASTAL WATERS","1.2","MILES","COASTAL","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAX9045100019991116160723","2016","<a href=""JavaScript: newWindow = report305b('CAX9045100019991116160723'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Pacific Ocean Shoreline, San Marcos HA","COASTAL WATERS",".5","MILES","COASTAL","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAX9046100019991116164230","2016","<a href=""JavaScript: newWindow = report305b('CAX9046100019991116164230'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAX9046100019991116164230'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Pacific Ocean Shoreline, San Elijo HSA, at Cardiff State Beach at San Elijo Lagoon","COASTAL WATERS",".436766","MILES","COASTAL","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAX9051100020021206120313","2016","<a href=""JavaScript: newWindow = report305b('CAX9051100020021206120313'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Pacific Ocean Shoreline, San Dieguito HU","COASTAL WATERS",".86356","MILES","COASTAL","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAX9061000020021127155300","2016","<a href=""JavaScript: newWindow = report305b('CAX9061000020021127155300'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAX9061000020021127155300'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Pacific Ocean Shoreline, Miramar Reservoir HA, at Los Penasquitos River mouth","COASTAL WATERS",".388046","MILES","COASTAL","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAX9063000020020805132658","2016","<a href=""JavaScript: newWindow = report305b('CAX9063000020020805132658'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","GOOD","Pacific Ocean Shoreline, Torrey Pines State Beach, Anderson Canyon","COASTAL WATERS",".03","MILES","COASTAL","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAX9063000020021206113703","2016","<a href=""JavaScript: newWindow = report305b('CAX9063000020021206113703'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Pacific Ocean Shoreline, Scripps HA","COASTAL WATERS","3.93965","MILES","COASTAL","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAX9075200019991116145544","2016","<a href=""JavaScript: newWindow = report305b('CAX9075200019991116145544'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Pacific Ocean Shoreline, San Diego HU","COASTAL WATERS",".37","MILES","COASTAL","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAX9081000020020805134910","2016","<a href=""JavaScript: newWindow = report305b('CAX9081000020020805134910'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","GOOD","San Diego Bay Shoreline; Kellogg Street Beach","COASTAL WATERS",".403214","MILES","COASTAL","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAX9081000020020805135647","2016","<a href=""JavaScript: newWindow = report305b('CAX9081000020020805135647'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAX9081000020020805135647'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","San Diego Bay Shoreline, Shelter Island Shoreline Park","COASTAL WATERS",".422932","MILES","COASTAL","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAX9082100020021202130542","2016","<a href=""JavaScript: newWindow = report305b('CAX9082100020021202130542'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAX9082100020021202130542'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","San Diego Bay Shoreline, G Street Pier","COASTAL WATERS",".420298","MILES","COASTAL","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAX9091200020021206085938","2016","<a href=""JavaScript: newWindow = report305b('CAX9091200020021206085938'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAX9091200020021206085938'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","San Diego Bay Shoreline, Chula Vista Marina","COASTAL WATERS",".407938","MILES","COASTAL","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAX9101000020020805140653","2016","<a href=""JavaScript: newWindow = report305b('CAX9101000020020805140653'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAX9101000020020805140653'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","San Diego Bay Shoreline, Tidelands Park","COASTAL WATERS",".382391","MILES","COASTAL","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAX9111100019991117083517","2016","<a href=""JavaScript: newWindow = report305b('CAX9111100019991117083517'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Pacific Ocean Shoreline, Tijuana HU","COASTAL WATERS","2.99692","MILES","COASTAL","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR3101302120080605170819","2016","<a href=""JavaScript: newWindow = report305b('CAR3101302120080605170819'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Arroyo del Puerto","RIVER",".78","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR3103101320080611165311","2016","<a href=""JavaScript: newWindow = report305b('CAR3103101320080611165311'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Arroyo Grande Creek (above Lopez Lake)","RIVER","6.24","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR3101302220080605170618","2016","<a href=""JavaScript: newWindow = report305b('CAR3101302220080605170618'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Arroyo Laguna","RIVER","4.19","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR3041205320080603113613","2016","<a href=""JavaScript: newWindow = report305b('CAR3041205320080603113613'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Arroyo Seco Creek","RIVER","1.9","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR3051003020080603123839","2016","<a href=""JavaScript: newWindow = report305b('CAR3051003020080603123839'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR3051003020080603123839'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Beach Road Ditch","RIVER","3.4","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR3060001420080611160605","2016","<a href=""JavaScript: newWindow = report305b('CAR3060001420080611160605'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR3060001420080611160605'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Bennett Slough","RIVER","1.93","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR3170008320080611164322","2016","<a href=""JavaScript: newWindow = report305b('CAR3170008320080611164322'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Bitterwater Canyon Creek","RIVER","2.37","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR3051001220080620141428","2016","<a href=""JavaScript: newWindow = report305b('CAR3051001220080620141428'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Cassery Creek","RIVER","2.64","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL5354001120091208193024","2016","<a href=""JavaScript: newWindow = report305b('CAL5354001120091208193024'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAL5354001120091208193024'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Modesto Reservoir","FRESHWATER RESERVOIR","1964","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAL5265304120091208193713","2016","<a href=""JavaScript: newWindow = report305b('CAL5265304120091208193713'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","IMPAIRED","Moon Lake","FRESHWATER RESERVOIR","2641","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAL2022201020091208102331","2016","<a href=""JavaScript: newWindow = report305b('CAL2022201020091208102331'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","IMPAIRED","Pilarcitos Lake","FRESHWATER RESERVOIR","97.22","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAL5343001120091208195207","2016","<a href=""JavaScript: newWindow = report305b('CAL5343001120091208195207'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Pinecrest Lake","FRESHWATER RESERVOIR","296","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL4034100020091208112044","2016","<a href=""JavaScript: newWindow = report305b('CAL4034100020091208112044'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Piru, Lake","FRESHWATER RESERVOIR","1220","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL4034200020091208113257","2016","<a href=""JavaScript: newWindow = report305b('CAL4034200020091208113257'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAL4034200020091208113257'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Pyramid Lake","FRESHWATER RESERVOIR","1483","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAL7155000020091211042204","2016","<a href=""JavaScript: newWindow = report305b('CAL7155000020091211042204'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Senator Wash Reservoir","FRESHWATER RESERVOIR","337.24","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL5261502220091208202510","2016","<a href=""JavaScript: newWindow = report305b('CAL5261502220091208202510'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Tunnel Reservoir","FRESHWATER RESERVOIR","29","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL5356000020091208202721","2016","<a href=""JavaScript: newWindow = report305b('CAL5356000020091208202721'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAL5356000020091208202721'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Turlock Lake","FRESHWATER RESERVOIR","3180","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAL2042001120091208102529","2016","<a href=""JavaScript: newWindow = report305b('CAL2042001120091208102529'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","IMPAIRED","Upper San Leandro Reservoir","FRESHWATER RESERVOIR","758.16","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAL5354001120091208203448","2016","<a href=""JavaScript: newWindow = report305b('CAL5354001120091208203448'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAL5354001120091208203448'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Woodward Reservoir","FRESHWATER RESERVOIR","1775","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAL5440000020091208203712","2016","<a href=""JavaScript: newWindow = report305b('CAL5440000020091208203712'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","GOOD","Yosemite Lake","FRESHWATER RESERVOIR","4.8","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAB2032001220110405210521","2016","<a href=""JavaScript: newWindow = report305b('CAB2032001220110405210521'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Loch Lomond Marina (part of San Francisco Bay, Central)","BAYS AND HARBORS",".04375","SQUARE MILES","BAY/ESTUARY","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAB2032002020110405212213","2016","<a href=""JavaScript: newWindow = report305b('CAB2032002020110405212213'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Clipper Yacht Club (part of Richardson Bay)","BAYS AND HARBORS",".057813","SQUARE MILES","BAY/ESTUARY","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAB2033001120110405204339","2016","<a href=""JavaScript: newWindow = report305b('CAB2033001120110405204339'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Richmond Marina (part of San Francisco Bay, Central)","BAYS AND HARBORS",".171876","SQUARE MILES","BAY/ESTUARY","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAB2033001120110405215519","2016","<a href=""JavaScript: newWindow = report305b('CAB2033001120110405215519'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Berkeley Marina (part of San Francisco Bay, Central)","BAYS AND HARBORS",".067188","SQUARE MILES","BAY/ESTUARY","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAB2034001020110405213253","2016","<a href=""JavaScript: newWindow = report305b('CAB2034001020110405213253'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Golden Gate National Recreation Area Marina (part of San Francisco Bay, Central)","BAYS AND HARBORS",".071875","SQUARE MILES","BAY/ESTUARY","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAB2042004020110405222210","2016","<a href=""JavaScript: newWindow = report305b('CAB2042004020110405222210'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Ballena Isle Marina (part of San Francisco Bay, Lower)","BAYS AND HARBORS",".039063","SQUARE MILES","BAY/ESTUARY","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAB2044001020110405220721","2016","<a href=""JavaScript: newWindow = report305b('CAB2044001020110405220721'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","South Beach Harbor (part of San Francisco Bay, Lower)","BAYS AND HARBORS",".039063","SQUARE MILES","BAY/ESTUARY","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAB2044002120110406000221","2016","<a href=""JavaScript: newWindow = report305b('CAB2044002120110406000221'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Coyote Point Marina (part of San Francisco Bay, Lower)","BAYS AND HARBORS",".029688","SQUARE MILES","BAY/ESTUARY","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAB4051200020110406220109","2016","<a href=""JavaScript: newWindow = report305b('CAB4051200020110406220109'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","IMPAIRED","Downtown Shoreline Marina (part of San Pedro Bay Near/Off Shore Zones)","BAYS AND HARBORS",".129688","SQUARE MILES","BAY/ESTUARY","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAB9063000020110714002546","2016","<a href=""JavaScript: newWindow = report305b('CAB9063000020110714002546'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","IMPAIRED","Mission Bay","BAYS AND HARBORS","3.075012","SQUARE MILES","BAY/ESTUARY","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAC1031101320110712103623","2016","<a href=""JavaScript: newWindow = report305b('CAC1031101320110712103623'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Crescent City Point St George","COASTAL WATERS",".25","MILES","COASTAL","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAC1051108620110712105300","2016","<a href=""JavaScript: newWindow = report305b('CAC1051108620110712105300'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Klamath River Flint Rock Head","COASTAL WATERS",".25","MILES","COASTAL","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAC1091001120110712113517","2016","<a href=""JavaScript: newWindow = report305b('CAC1091001120110712113517'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","IMPAIRED","Clam Beach (near Mad River mouth)","COASTAL WATERS","1.48","MILES","COASTAL","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAC1123009020110712123447","2016","<a href=""JavaScript: newWindow = report305b('CAC1123009020110712123447'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Point Delgada Shelter Cove","COASTAL WATERS",".25","MILES","COASTAL","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAC1132005720110712144923","2016","<a href=""JavaScript: newWindow = report305b('CAC1132005720110712144923'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","IMPAIRED","Mackerricher State Park (near Virgin Creek)","COASTAL WATERS","5.06","MILES","COASTAL","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAC1137002620110712154534","2016","<a href=""JavaScript: newWindow = report305b('CAC1137002620110712154534'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Point Arena Lighthouse","COASTAL WATERS",".25","MILES","COASTAL","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAC1138503020110712155657","2016","<a href=""JavaScript: newWindow = report305b('CAC1138503020110712155657'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Sea Ranch Del Mar","COASTAL WATERS",".25","MILES","COASTAL","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAC1138503220110712160733","2016","<a href=""JavaScript: newWindow = report305b('CAC1138503220110712160733'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Gerstle Cove","COASTAL WATERS",".25","MILES","COASTAL","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAC1152100020110713130021","2016","<a href=""JavaScript: newWindow = report305b('CAC1152100020110713130021'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Bodega Head","COASTAL WATERS",".25","MILES","COASTAL","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAC2011203020110712210936","2016","<a href=""JavaScript: newWindow = report305b('CAC2011203020110712210936'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","GOOD","Pacific Ocean at Dillon Beach","COASTAL WATERS",".03","MILES","COASTAL","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAC2011203120110712210308","2016","<a href=""JavaScript: newWindow = report305b('CAC2011203120110712210308'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","IMPAIRED","Miller Point (Tomales Bay)","COASTAL WATERS",".03","MILES","COASTAL","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAC2011403320110712204931","2016","<a href=""JavaScript: newWindow = report305b('CAC2011403320110712204931'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","GOOD","Shell Beach (Tomales Bay)","COASTAL WATERS",".03","MILES","COASTAL","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAC2012101120110712213842","2016","<a href=""JavaScript: newWindow = report305b('CAC2012101120110712213842'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","IMPAIRED","Drakes Estero (at Schooner Bay oyster beds)","COASTAL WATERS",".23","MILES","COASTAL","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAC2012101320110712195808","2016","<a href=""JavaScript: newWindow = report305b('CAC2012101320110712195808'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","GOOD","Pacific Ocean at Drakes Beach","COASTAL WATERS",".03","MILES","COASTAL","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAC2012101320110712232546","2016","<a href=""JavaScript: newWindow = report305b('CAC2012101320110712232546'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Pacific Ocean at Point Reyes at Chimney Rock","COASTAL WATERS",".25","MILES","COASTAL","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAC2012101320110713114745","2016","<a href=""JavaScript: newWindow = report305b('CAC2012101320110713114745'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Pacific Ocean at Farallon Islands at East Landing","COASTAL WATERS",".22","MILES","COASTAL","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR3091900020080604161337","2016","<a href=""JavaScript: newWindow = report305b('CAR3091900020080604161337'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR3091900020080604161337'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Chualar Creek","RIVER","14","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR2033001120080624162810","2016","<a href=""JavaScript: newWindow = report305b('CAR2033001120080624162810'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR2033001120080624162810'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Cerrito Creek","RIVER","2.02","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR2033001120080624162950","2016","<a href=""JavaScript: newWindow = report305b('CAR2033001120080624162950'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR2033001120080624162950'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Codornices Creek","RIVER","2","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR2044002020080624163112","2016","<a href=""JavaScript: newWindow = report305b('CAR2044002020080624163112'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR2044002020080624163112'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Colma Creek","RIVER","3.86","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR2073301020080624163514","2016","<a href=""JavaScript: newWindow = report305b('CAR2073301020080624163514'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR2073301020080624163514'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Grayson Creek","RIVER","7","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR2073104020080624164244","2016","<a href=""JavaScript: newWindow = report305b('CAR2073104020080624164244'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR2073104020080624164244'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Kirker Creek","RIVER","8.03","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR2013001220080624164407","2016","<a href=""JavaScript: newWindow = report305b('CAR2013001220080624164407'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","GOOD","Morses Gulch Creek","RIVER","1.61","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR2013001120080624164835","2016","<a href=""JavaScript: newWindow = report305b('CAR2013001120080624164835'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Pine Gulch Creek","RIVER","7.61","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR2055004020080624165713","2016","<a href=""JavaScript: newWindow = report305b('CAR2055004020080624165713'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR2055004020080624165713'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","San Tomas Aquinas Creek","RIVER","9.18","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR2042003020080624165925","2016","<a href=""JavaScript: newWindow = report305b('CAR2042003020080624165925'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR2042003020080624165925'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Sausal Creek","RIVER","3.1","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR2053008020080624170225","2016","<a href=""JavaScript: newWindow = report305b('CAR2053008020080624170225'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR2053008020080624170225'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Silver Creek (Santa Clara County)","RIVER","3.82","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR2072201220080624165213","2016","<a href=""JavaScript: newWindow = report305b('CAR2072201220080624165213'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR2072201220080624165213'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Suisun Creek","RIVER","21.27","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR6032000020070824165924","2016","<a href=""JavaScript: newWindow = report305b('CAR6032000020070824165924'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Bishop Creek (Intake 2)","RIVER","10.15","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
